Date,"Total membership","Full members",Guests,"Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percentage of messages, public channels","Percentage of messages, private channels","Percentage of messages, DMs","Percentage of views, public channels","Percentage of views, private channels","Percentage of views, DMs",Name,"Public channels, single-workspace","Messages posted"
2019-10-30,128,128,0,48,21,60,35,85,1,0,29,0.7391,0.0087,0.2522,0.9305,0.0051,0.0644,0,30,291844
2019-10-31,128,128,0,41,21,61,36,39,0,0,64,0.3786,0,0.6214,0.7833,0,0.2167,0,30,291960
2019-11-01,128,128,0,30,10,62,35,22,0,0,4,0.8462,0,0.1538,0.9633,0,0.0367,0,30,291991
2019-11-02,128,128,0,24,7,62,35,7,0,0,2,0.7778,0,0.2222,0.9608,0,0.0392,0,30,292000
2019-11-03,129,129,0,27,4,63,35,23,0,0,0,1,0,0,1,0,0,0,30,292020
2019-11-04,129,129,0,45,25,60,36,95,1,0,147,0.3909,0.0041,0.6049,0.738,0.0022,0.2598,0,30,292268
2019-11-05,129,129,0,40,19,59,36,108,0,0,56,0.6585,0,0.3415,0.8755,0,0.1245,0,30,292442
2019-11-06,129,129,0,37,13,56,35,26,2,0,24,0.5,0.0385,0.4615,0.8834,0.0146,0.102,0,30,292501
2019-11-07,130,130,0,58,19,64,36,35,0,0,130,0.2121,0,0.7879,0.677,0.0015,0.3215,0,30,292670
2019-11-08,130,130,0,41,23,66,38,65,0,0,31,0.6771,0,0.3229,0.8933,0,0.1067,0,30,292772
2019-11-09,130,130,0,23,8,66,39,4,0,0,9,0.3077,0,0.6923,0.8,0,0.2,0,30,292786
2019-11-10,130,130,0,21,8,67,41,11,0,0,79,0.1222,0,0.8778,0.415,0,0.585,0,30,292878
2019-11-11,130,130,0,31,17,66,42,63,0,0,151,0.2944,0,0.7056,0.6365,0,0.3635,0,30,293099
2019-11-12,130,130,0,45,22,66,41,110,0,0,85,0.5641,0,0.4359,0.8525,0,0.1475,0,30,293308
2019-11-13,130,130,0,40,21,66,42,132,0,0,218,0.3771,0,0.6229,0.5754,0,0.4246,0,30,293662
2019-11-14,130,130,0,43,23,59,40,111,0,0,80,0.5812,0,0.4188,0.8578,0,0.1422,0,30,293875
2019-11-15,130,130,0,43,20,58,38,107,0,0,73,0.5944,0,0.4056,0.8253,0,0.1747,0,30,294062
2019-11-16,130,130,0,27,13,56,36,28,0,0,3,0.9032,0,0.0968,0.9635,0,0.0365,0,30,294096
2019-11-17,130,130,0,27,9,55,34,16,0,0,3,0.8421,0,0.1579,0.9833,0,0.0167,0,31,294118
2019-11-18,130,130,0,41,24,59,38,83,0,0,56,0.5971,0,0.4029,0.8666,0,0.1334,0,31,294265
2019-11-19,130,130,0,44,26,54,41,101,0,0,158,0.39,0,0.61,0.6204,0,0.3796,0,31,294534
2019-11-20,130,130,0,43,21,54,40,101,17,0,26,0.7014,0.1181,0.1806,0.8779,0.0423,0.0798,0,31,294689
2019-11-21,130,130,0,55,26,60,40,281,0,0,94,0.7493,0,0.2507,0.8779,0.0006,0.1215,0,26,295138
2019-11-22,130,130,0,49,16,64,37,118,0,0,157,0.4291,0,0.5709,0.6707,0,0.3293,0,25,295516
2019-11-23,130,130,0,29,14,65,38,26,0,0,225,0.1036,0,0.8964,0.3797,0,0.6203,0,25,295776
2019-11-24,130,130,0,25,8,65,38,31,0,0,6,0.8378,0,0.1622,0.9483,0,0.0517,0,25,295814
2019-11-25,130,130,0,42,16,65,38,95,0,0,28,0.7724,0,0.2276,0.9341,0,0.0659,0,25,295937
2019-11-26,130,130,0,42,17,65,36,91,0,0,33,0.7339,0,0.2661,0.9175,0,0.0825,0,25,296068
2019-11-27,130,130,0,44,25,66,36,137,0,0,108,0.5592,0,0.4408,0.8527,0,0.1473,0,25,296319
2019-11-28,130,130,0,40,25,60,36,203,0,0,45,0.8185,0,0.1815,0.9327,0,0.0673,0,25,296570
2019-11-29,130,130,0,45,20,56,37,49,0,0,194,0.2016,0,0.7984,0.5727,0,0.4273,0,25,296815
2019-11-30,130,130,0,29,10,55,36,11,0,0,5,0.6875,0,0.3125,0.9467,0,0.0533,0,25,296833
2019-12-01,130,130,0,28,9,55,36,18,0,0,17,0.5143,0,0.4857,0.8297,0,0.1703,0,25,296870
2019-12-02,130,130,0,44,18,56,39,39,0,0,192,0.1688,0,0.8312,0.5902,0,0.4098,0,25,297106
2019-12-03,130,130,0,45,27,58,40,141,0,0,160,0.4684,0,0.5316,0.7199,0,0.2801,0,25,297413
2019-12-04,131,131,0,49,25,61,42,89,0,0,241,0.2697,0,0.7303,0.5968,0,0.4032,0,25,297754
2019-12-05,131,131,0,45,28,61,43,101,0,0,118,0.4612,0,0.5388,0.7846,0,0.2154,0,25,297975
2019-12-06,131,131,0,43,27,59,42,90,0,0,150,0.375,0,0.625,0.7105,0,0.2895,0,25,298225
2019-12-07,131,131,0,29,14,58,42,38,0,0,33,0.5352,0,0.4648,0.8121,0,0.1879,0,25,298300
2019-12-08,132,132,0,29,13,59,43,19,0,0,331,0.0543,0,0.9457,0.2779,0,0.7221,0,25,298656
2019-12-09,132,132,0,51,24,60,42,76,0,0,21,0.7835,0,0.2165,0.931,0,0.069,0,25,298758
2019-12-10,132,132,0,48,21,61,41,91,0,0,85,0.517,0,0.483,0.863,0,0.137,0,25,298939
2019-12-11,132,132,0,47,29,60,44,123,0,0,53,0.6989,0,0.3011,0.9123,0,0.0877,0,25,299127
2019-12-12,132,132,0,42,20,61,43,112,0,0,90,0.5545,0,0.4455,0.8422,0,0.1578,0,25,299335
2019-12-13,132,132,0,40,19,60,42,58,0,0,50,0.537,0,0.463,0.869,0,0.131,0,25,299450
2019-12-14,132,132,0,32,7,59,42,7,0,0,4,0.6364,0,0.3636,0.9459,0.009,0.045,0,25,299463
2019-12-15,95,95,0,35,14,61,46,23,0,0,6,0.7931,0,0.2069,0.8259,0.0037,0.1704,0,22,299633
2019-12-16,97,97,0,48,21,60,44,67,0,0,29,0.6979,0,0.3021,0.9214,0,0.0786,0,22,299748
2019-12-17,97,97,0,45,17,61,44,57,0,0,43,0.57,0,0.43,0.87,0,0.13,0,22,299855
2019-12-18,97,97,0,44,26,61,45,113,5,0,112,0.4913,0.0217,0.487,0.8107,0.0095,0.1798,0,22,300095
2019-12-19,97,97,0,41,25,63,46,112,0,0,58,0.6588,0,0.3412,0.8825,0.0012,0.1163,0,22,300276
2019-12-20,97,97,0,43,22,63,47,73,0,0,37,0.6636,0,0.3364,0.9058,0,0.0942,0,22,300392
2019-12-21,97,97,0,27,10,63,47,25,0,0,12,0.6757,0,0.3243,0.898,0,0.102,0,22,300430
2019-12-22,97,97,0,25,5,61,43,8,0,0,0,1,0,0,1,0,0,0,22,300437
2019-12-23,97,97,0,39,12,59,40,25,0,0,134,0.1572,0,0.8428,0.5409,0.0021,0.457,0,22,300599
2019-12-24,97,97,0,26,5,57,37,24,0,0,3,0.8889,0,0.1111,0.9558,0,0.0442,0,22,300626
2019-12-25,97,97,0,24,10,54,34,42,0,0,7,0.8571,0,0.1429,0.9156,0,0.0844,0,22,300676
2019-12-26,98,98,0,25,11,53,32,24,0,0,0,1,0,0,1,0,0,0,22,300702
2019-12-27,99,99,0,41,17,49,32,39,0,0,20,0.661,0,0.339,0.9271,0,0.0729,0,22,300767
2019-12-28,99,99,0,30,13,51,35,24,0,0,4,0.8571,0,0.1429,0.9471,0,0.0529,0,22,300794
2019-12-29,99,99,0,25,9,51,34,25,0,0,11,0.6944,0,0.3056,0.8817,0,0.1183,0,22,300832
2019-12-30,99,99,0,34,14,48,35,90,0,0,2,0.9783,0,0.0217,0.9899,0,0.0101,0,22,300926
2019-12-31,100,100,0,31,13,51,36,91,0,0,38,0.7054,0,0.2946,0.8408,0,0.1592,0,22,301062
2020-01-01,100,100,0,23,12,51,35,19,0,0,18,0.5135,0,0.4865,0.8571,0.0055,0.1374,0,22,301101
2020-01-02,100,100,0,38,19,52,33,77,0,0,63,0.55,0,0.45,0.8098,0,0.1902,0,22,301248
2020-01-03,100,100,0,36,17,50,30,37,0,0,29,0.5606,0,0.4394,0.8654,0,0.1346,0,22,301322
2020-01-04,100,100,0,18,6,50,29,19,0,0,0,1,0,0,1,0,0,0,22,301343
2020-01-05,100,100,0,26,8,50,28,17,0,0,10,0.6296,0,0.3704,0.8644,0,0.1356,0,22,301370
2020-01-06,100,100,0,27,6,49,28,56,0,0,3,0.9492,0,0.0508,0.9438,0,0.0563,0,22,301429
2020-01-07,101,101,0,43,25,54,32,105,0,0,21,0.8333,0,0.1667,0.9515,0,0.0485,0,22,301559
2020-01-08,101,101,0,44,23,55,35,95,0,0,33,0.7422,0,0.2578,0.9172,0,0.0828,0,22,301689
2020-01-09,102,102,0,40,18,56,35,66,0,0,36,0.6471,0,0.3529,0.9199,0,0.0801,0,22,301797
2020-01-10,102,102,0,53,23,59,34,127,0,0,48,0.7257,0,0.2743,0.9114,0,0.0886,0,22,301982
2020-01-11,102,102,0,29,9,59,34,15,0,0,11,0.5769,0,0.4231,0.9006,0,0.0994,0,22,302009
2020-01-12,102,102,0,30,6,58,34,12,0,0,0,1,0,0,0.9929,0,0.0071,0,22,302020
